Invoice_id,Branch_id,Customer_id,Product_id,Date,Time,Payment_method,Rating
585-03-5943,B585-03-5943,Normal585-03-5943,p295,3/13/2019,11:46,Ewallet,5.9
211-05-0490,C211-05-0490,Member211-05-0490,p296,3/3/2019,13:42,Cash,7.5
727-75-6477,C727-75-6477,Normal727-75-6477,p297,3/29/2019,14:44,Cash,6.4
744-02-5987,A744-02-5987,Member744-02-5987,p298,1/10/2019,14:16,Ewallet,5.8
307-83-9164,A307-83-9164,Member307-83-9164,p299,1/25/2019,15:54,Cash,4.5
779-06-0012,C779-06-0012,Member779-06-0012,p300,1/19/2019,10:21,Cash,7.7
446-47-6729,C446-47-6729,Normal446-47-6729,p301,1/2/2019,18:09,Credit card,6.7
573-10-3877,B573-10-3877,Member573-10-3877,p302,3/12/2019,16:46,Credit card,4.7
735-06-4124,C735-06-4124,Normal735-06-4124,p303,2/25/2019,15:31,Cash,4.4
439-54-7422,A439-54-7422,Normal439-54-7422,p304,3/18/2019,17:15,Credit card,4.7
396-90-2219,B396-90-2219,Normal396-90-2219,p305,2/23/2019,12:29,Cash,8.6
411-77-0180,A411-77-0180,Member411-77-0180,p306,3/26/2019,20:14,Ewallet,4.3
286-01-5402,A286-01-5402,Normal286-01-5402,p307,3/30/2019,13:22,Cash,9.6
803-17-8013,A803-17-8013,Member803-17-8013,p308,2/17/2019,17:09,Cash,4.1
512-98-1403,A512-98-1403,Member512-98-1403,p309,3/21/2019,10:40,Ewallet,4.7
848-42-2560,A848-42-2560,Normal848-42-2560,p310,3/5/2019,17:43,Cash,7.8
532-59-7201,B532-59-7201,Member532-59-7201,p311,1/31/2019,14:04,Cash,5.5
181-94-6432,C181-94-6432,Member181-94-6432,p312,2/5/2019,19:05,Ewallet,9.7
870-76-1733,A870-76-1733,Member870-76-1733,p313,2/1/2019,10:08,Credit card,4.4
423-64-4619,A423-64-4619,Member423-64-4619,p314,3/7/2019,13:12,Cash,5
227-07-4446,C227-07-4446,Member227-07-4446,p315,2/10/2019,20:51,Cash,4.4
174-36-3675,C174-36-3675,Member174-36-3675,p316,2/14/2019,17:29,Cash,5.2
428-83-5800,C428-83-5800,Member428-83-5800,p317,2/9/2019,10:25,Cash,7.3
603-07-0961,C603-07-0961,Member603-07-0961,p318,1/10/2019,11:34,Cash,4.9
704-20-4138,C704-20-4138,Member704-20-4138,p319,3/11/2019,18:58,Credit card,8.1
787-15-1757,C787-15-1757,Member787-15-1757,p320,2/18/2019,16:28,Ewallet,8.4
649-11-3678,C649-11-3678,Normal649-11-3678,p321,2/26/2019,20:26,Cash,5.5
622-20-1945,C622-20-1945,Normal622-20-1945,p322,1/18/2019,15:08,Cash,8.4
372-94-8041,A372-94-8041,Normal372-94-8041,p323,2/15/2019,18:03,Ewallet,9.8
563-91-7120,A563-91-7120,Normal563-91-7120,p324,3/8/2019,13:21,Cash,6.7
746-54-5508,A746-54-5508,Normal746-54-5508,p325,1/17/2019,12:48,Credit card,9.4
276-54-0879,B276-54-0879,Normal276-54-0879,p326,3/12/2019,19:53,Ewallet,6.4
815-11-1168,A815-11-1168,Member815-11-1168,p327,3/9/2019,19:09,Cash,5.4
719-76-3868,C719-76-3868,Member719-76-3868,p328,3/12/2019,16:30,Cash,8.6
730-61-8757,B730-61-8757,Member730-61-8757,p329,1/25/2019,10:11,Credit card,4
340-66-0321,A340-66-0321,Member340-66-0321,p330,3/25/2019,13:07,Cash,7.6
868-81-1752,B868-81-1752,Normal868-81-1752,p331,2/7/2019,18:48,Cash,6.8
634-97-8956,A634-97-8956,Normal634-97-8956,p332,2/17/2019,17:27,Credit card,9.1
566-71-1091,A566-71-1091,Normal566-71-1091,p333,2/3/2019,15:59,Cash,5.5
442-48-3607,A442-48-3607,Member442-48-3607,p334,3/14/2019,11:21,Credit card,7.9
835-16-0096,C835-16-0096,Member835-16-0096,p335,3/24/2019,13:48,Ewallet,8.5
527-09-6272,A527-09-6272,Member527-09-6272,p336,3/21/2019,10:17,Credit card,9.1
898-04-2717,A898-04-2717,Normal898-04-2717,p337,3/19/2019,15:49,Ewallet,7.5
692-27-8933,B692-27-8933,Normal692-27-8933,p338,2/24/2019,13:02,Cash,5.2
633-09-3463,C633-09-3463,Normal633-09-3463,p339,3/28/2019,12:58,Credit card,9.5
374-17-3652,B374-17-3652,Member374-17-3652,p340,2/5/2019,15:26,Credit card,8.9
378-07-7001,B378-07-7001,Member378-07-7001,p341,2/10/2019,18:23,Credit card,7.8
433-75-6987,B433-75-6987,Member433-75-6987,p342,3/5/2019,19:06,Ewallet,8.9
873-95-4984,B873-95-4984,Member873-95-4984,p343,2/15/2019,20:21,Cash,7.7
416-13-5917,C416-13-5917,Normal416-13-5917,p344,1/30/2019,16:24,Ewallet,9.3
150-89-8043,A150-89-8043,Normal150-89-8043,p345,2/14/2019,15:04,Cash,6.2
135-84-8019,A135-84-8019,Normal135-84-8019,p346,2/27/2019,16:10,Ewallet,7.6
441-94-7118,A441-94-7118,Member441-94-7118,p347,2/4/2019,12:14,Cash,7.3
725-96-3778,C725-96-3778,Member725-96-3778,p348,1/20/2019,10:13,Cash,4.7
531-80-1784,A531-80-1784,Normal531-80-1784,p349,3/28/2019,17:38,Cash,5.1
400-45-1220,B400-45-1220,Normal400-45-1220,p350,2/27/2019,11:06,Credit card,4.8
860-79-0874,C860-79-0874,Member860-79-0874,p351,2/15/2019,14:53,Credit card,6.6
834-61-8124,A834-61-8124,Normal834-61-8124,p352,1/26/2019,18:22,Cash,5.5
115-99-4379,B115-99-4379,Member115-99-4379,p353,3/14/2019,19:02,Credit card,8.5
565-67-6697,B565-67-6697,Member565-67-6697,p354,3/2/2019,14:16,Cash,4.8
320-49-6392,C320-49-6392,Normal320-49-6392,p355,3/4/2019,15:44,Cash,8.4
889-04-9723,B889-04-9723,Member889-04-9723,p356,1/7/2019,12:20,Credit card,7.8
632-90-0281,C632-90-0281,Normal632-90-0281,p357,3/8/2019,20:01,Credit card,9.3
554-42-2417,C554-42-2417,Normal554-42-2417,p358,1/9/2019,13:45,Cash,5.2
453-63-6187,B453-63-6187,Normal453-63-6187,p359,3/1/2019,15:40,Ewallet,6.5
578-80-7669,B578-80-7669,Normal578-80-7669,p360,3/16/2019,16:58,Cash,5.6
612-36-5536,A612-36-5536,Member612-36-5536,p361,2/17/2019,11:12,Credit card,7.4
605-72-4132,C605-72-4132,Normal605-72-4132,p362,2/27/2019,15:12,Cash,9.1
471-41-2823,C471-41-2823,Normal471-41-2823,p363,3/7/2019,20:37,Ewallet,8
462-67-9126,A462-67-9126,Normal462-67-9126,p364,1/21/2019,17:44,Cash,7.2
272-27-9238,C272-27-9238,Normal272-27-9238,p365,2/19/2019,16:23,Cash,7.1
834-25-9262,C834-25-9262,Normal834-25-9262,p366,1/6/2019,12:12,Cash,9.1
122-61-9553,C122-61-9553,Normal122-61-9553,p367,3/14/2019,19:33,Cash,5.6
468-88-0009,A468-88-0009,Member468-88-0009,p368,3/24/2019,10:29,Cash,6
613-59-9758,C613-59-9758,Normal613-59-9758,p369,1/27/2019,14:28,Cash,5.4
254-31-0042,A254-31-0042,Member254-31-0042,p370,3/6/2019,12:46,Credit card,7.8
201-86-2184,B201-86-2184,Member201-86-2184,p371,2/2/2019,19:40,Cash,9.9
261-12-8671,B261-12-8671,Normal261-12-8671,p372,1/25/2019,19:39,Credit card,4.9
730-70-9830,C730-70-9830,Normal730-70-9830,p373,3/14/2019,17:54,Ewallet,5.2
382-25-8917,C382-25-8917,Normal382-25-8917,p374,1/29/2019,12:25,Cash,8.9
422-29-8786,A422-29-8786,Normal422-29-8786,p375,1/3/2019,16:47,Credit card,9.1
667-23-5919,A667-23-5919,Member667-23-5919,p376,1/14/2019,12:52,Ewallet,7
843-01-4703,B843-01-4703,Member843-01-4703,p377,1/5/2019,19:50,Credit card,9.6
743-88-1662,C743-88-1662,Normal743-88-1662,p378,2/22/2019,18:17,Ewallet,8.7
595-86-2894,C595-86-2894,Member595-86-2894,p379,2/6/2019,17:20,Ewallet,9.4
182-69-8360,B182-69-8360,Normal182-69-8360,p380,1/30/2019,13:32,Credit card,4
289-15-7034,A289-15-7034,Member289-15-7034,p381,1/11/2019,10:37,Credit card,7.5
462-78-5240,C462-78-5240,Normal462-78-5240,p382,3/19/2019,14:35,Cash,4.2
868-52-7573,B868-52-7573,Normal868-52-7573,p383,1/14/2019,12:09,Cash,9.9
153-58-4872,C153-58-4872,Member153-58-4872,p384,3/1/2019,15:32,Ewallet,4.2
662-72-2873,A662-72-2873,Normal662-72-2873,p385,1/6/2019,13:58,Ewallet,9.9
525-88-7307,B525-88-7307,Member525-88-7307,p386,1/31/2019,13:19,Cash,5.8
689-16-9784,C689-16-9784,Normal689-16-9784,p387,3/11/2019,13:37,Cash,6
725-56-0833,A725-56-0833,Normal725-56-0833,p388,2/20/2019,16:49,Credit card,10
394-41-0748,C394-41-0748,Member394-41-0748,p389,1/27/2019,14:55,Ewallet,9.5
596-42-3999,B596-42-3999,Normal596-42-3999,p390,3/10/2019,14:04,Credit card,6.6
541-89-9860,C541-89-9860,Member541-89-9860,p391,2/15/2019,12:31,Cash,8.1
173-82-9529,B173-82-9529,Normal173-82-9529,p392,1/26/2019,14:51,Cash,9.7
563-36-9814,A563-36-9814,Member563-36-9814,p393,2/13/2019,18:27,Ewallet,7.2
308-47-4913,A308-47-4913,Member308-47-4913,p394,3/9/2019,12:45,Credit card,6.2
885-17-6250,A885-17-6250,Normal885-17-6250,p395,3/6/2019,10:36,Ewallet,7.3
726-27-2396,A726-27-2396,Normal726-27-2396,p396,1/24/2019,20:36,Ewallet,4.3
316-01-3952,A316-01-3952,Normal316-01-3952,p397,3/13/2019,14:16,Ewallet,4.6
760-54-1821,B760-54-1821,Normal760-54-1821,p398,3/15/2019,10:26,Cash,5.8
793-10-3222,B793-10-3222,Member793-10-3222,p399,3/5/2019,13:30,Credit card,8.3
346-12-3257,B346-12-3257,Member346-12-3257,p400,3/4/2019,16:28,Cash,8
110-05-6330,C110-05-6330,Normal110-05-6330,p401,3/25/2019,20:18,Credit card,9.4
651-61-0874,C651-61-0874,Normal651-61-0874,p402,3/12/2019,20:04,Credit card,6.2
236-86-3015,C236-86-3015,Member236-86-3015,p403,2/4/2019,13:38,Ewallet,9.8
831-64-0259,B831-64-0259,Normal831-64-0259,p404,2/22/2019,10:43,Ewallet,9.6
587-03-7455,C587-03-7455,Member587-03-7455,p405,2/16/2019,17:30,Ewallet,4.9
882-40-4577,A882-40-4577,Member882-40-4577,p406,1/19/2019,15:28,Credit card,8
732-67-5346,A732-67-5346,Normal732-67-5346,p407,1/11/2019,19:07,Credit card,7.8
725-32-9708,B725-32-9708,Member725-32-9708,p408,1/4/2019,19:01,Cash,4.1
256-08-8343,A256-08-8343,Normal256-08-8343,p409,3/4/2019,19:48,Ewallet,5.5
372-26-1506,C372-26-1506,Normal372-26-1506,p410,1/28/2019,19:24,Ewallet,5.4
244-08-0162,B244-08-0162,Normal244-08-0162,p411,1/2/2019,13:00,Cash,5.1
569-71-4390,B569-71-4390,Normal569-71-4390,p412,1/25/2019,14:29,Ewallet,6.9
132-23-6451,A132-23-6451,Member132-23-6451,p413,1/4/2019,13:21,Cash,7.8
696-90-2548,A696-90-2548,Normal696-90-2548,p414,3/10/2019,18:55,Ewallet,6.6
472-15-9636,A472-15-9636,Normal472-15-9636,p415,3/22/2019,19:36,Ewallet,9.2
268-03-6164,B268-03-6164,Normal268-03-6164,p416,1/25/2019,16:28,Ewallet,7.8
750-57-9686,C750-57-9686,Normal750-57-9686,p417,1/8/2019,13:48,Credit card,8.7
186-09-3669,C186-09-3669,Member186-09-3669,p418,1/22/2019,10:57,Ewallet,9.2
848-07-1692,B848-07-1692,Normal848-07-1692,p419,1/12/2019,17:13,Ewallet,8.3
745-71-3520,A745-71-3520,Member745-71-3520,p420,2/4/2019,10:23,Cash,8.2
266-76-6436,C266-76-6436,Member266-76-6436,p421,3/28/2019,13:57,Ewallet,7.5
740-22-2500,C740-22-2500,Normal740-22-2500,p422,1/23/2019,13:29,Cash,9.8
271-88-8734,C271-88-8734,Member271-88-8734,p423,2/8/2019,13:00,Credit card,8.7
301-81-8610,B301-81-8610,Member301-81-8610,p424,3/19/2019,19:42,Credit card,6.7
489-64-4354,C489-64-4354,Normal489-64-4354,p425,3/9/2019,15:36,Cash,5
198-84-7132,B198-84-7132,Member198-84-7132,p426,1/2/2019,13:40,Cash,7
269-10-8440,A269-10-8440,Member269-10-8440,p427,1/21/2019,18:01,Cash,8.9
650-98-6268,B650-98-6268,Member650-98-6268,p428,3/20/2019,13:53,Credit card,8
741-73-3559,B741-73-3559,Normal741-73-3559,p429,2/27/2019,17:27,Cash,6.9
325-77-6186,A325-77-6186,Member325-77-6186,p430,3/8/2019,10:53,Ewallet,7.3
286-75-7818,B286-75-7818,Normal286-75-7818,p431,1/31/2019,19:48,Credit card,6.9
574-57-9721,C574-57-9721,Normal574-57-9721,p432,3/8/2019,16:53,Ewallet,5.7
459-50-7686,A459-50-7686,Normal459-50-7686,p433,1/13/2019,19:14,Ewallet,6.4
616-87-0016,B616-87-0016,Normal616-87-0016,p434,3/9/2019,14:36,Credit card,9.6
837-55-7229,B837-55-7229,Normal837-55-7229,p435,2/22/2019,18:19,Credit card,6.8
751-69-0068,C751-69-0068,Normal751-69-0068,p436,3/19/2019,19:09,Ewallet,9
257-73-1380,C257-73-1380,Member257-73-1380,p437,1/20/2019,16:51,Ewallet,9.6
345-08-4992,A345-08-4992,Normal345-08-4992,p438,3/8/2019,15:37,Credit card,7.7
549-96-4200,C549-96-4200,Member549-96-4200,p439,3/8/2019,20:15,Ewallet,7
810-60-6344,C810-60-6344,Normal810-60-6344,p440,2/7/2019,14:38,Credit card,6.5
450-28-2866,C450-28-2866,Member450-28-2866,p441,1/15/2019,19:25,Cash,8.1
394-30-3170,B394-30-3170,Member394-30-3170,p442,3/22/2019,19:35,Credit card,4.3
138-17-5109,A138-17-5109,Member138-17-5109,p443,1/15/2019,15:42,Credit card,6.5
192-98-7397,C192-98-7397,Normal192-98-7397,p444,1/8/2019,14:11,Ewallet,9.5
301-11-9629,A301-11-9629,Normal301-11-9629,p445,1/15/2019,10:43,Cash,9.7
390-80-5128,B390-80-5128,Member390-80-5128,p446,1/28/2019,17:58,Credit card,9.5
235-46-8343,C235-46-8343,Member235-46-8343,p447,2/14/2019,11:26,Credit card,8.9
453-12-7053,C453-12-7053,Normal453-12-7053,p448,3/10/2019,17:38,Credit card,6.5
296-11-7041,B296-11-7041,Member296-11-7041,p449,1/12/2019,20:07,Credit card,5.3
449-27-2918,B449-27-2918,Member449-27-2918,p450,3/26/2019,11:02,Credit card,9.6
891-01-7034,B891-01-7034,Normal891-01-7034,p451,1/1/2019,19:07,Cash,6.7
744-09-5786,B744-09-5786,Normal744-09-5786,p452,1/2/2019,18:50,Cash,7.6
727-17-0390,A727-17-0390,Normal727-17-0390,p453,3/16/2019,12:43,Ewallet,4.8
568-88-3448,A568-88-3448,Normal568-88-3448,p454,3/3/2019,15:09,Ewallet,5.5
187-83-5490,A187-83-5490,Member187-83-5490,p455,1/31/2019,13:47,Cash,4.7
767-54-1907,B767-54-1907,Member767-54-1907,p456,2/13/2019,16:59,Cash,6.9
710-46-4433,B710-46-4433,Member710-46-4433,p457,2/15/2019,14:15,Credit card,4.5
533-33-5337,B533-33-5337,Normal533-33-5337,p458,2/7/2019,20:24,Cash,6.2
325-90-8763,C325-90-8763,Member325-90-8763,p459,1/27/2019,13:58,Cash,7.6
729-46-7422,C729-46-7422,Normal729-46-7422,p460,2/23/2019,16:52,Credit card,7.9
639-76-1242,C639-76-1242,Normal639-76-1242,p461,2/3/2019,15:19,Cash,4.5
234-03-4040,B234-03-4040,Member234-03-4040,p462,3/3/2019,12:25,Credit card,8.7
326-71-2155,C326-71-2155,Normal326-71-2155,p463,2/3/2019,10:02,Cash,6.1
320-32-8842,C320-32-8842,Member320-32-8842,p464,3/17/2019,18:58,Cash,6.4
470-32-9057,A470-32-9057,Member470-32-9057,p465,3/28/2019,15:31,Credit card,9.1
878-30-2331,C878-30-2331,Member878-30-2331,p466,3/2/2019,11:22,Credit card,7.1
440-59-5691,C440-59-5691,Member440-59-5691,p467,2/8/2019,13:12,Credit card,7.7
554-53-3790,B554-53-3790,Normal554-53-3790,p468,3/22/2019,18:33,Cash,4.5
746-19-0921,C746-19-0921,Normal746-19-0921,p469,2/9/2019,10:02,Ewallet,7.2
233-34-0817,C233-34-0817,Member233-34-0817,p470,2/15/2019,11:21,Cash,8.4
767-05-1286,C767-05-1286,Member767-05-1286,p471,1/23/2019,12:10,Ewallet,5.4
340-21-9136,A340-21-9136,Member340-21-9136,p472,1/25/2019,11:40,Cash,9.7
405-31-3305,A405-31-3305,Member405-31-3305,p473,2/2/2019,18:31,Credit card,5.5
731-59-7531,B731-59-7531,Member731-59-7531,p474,3/30/2019,17:58,Cash,4.6
676-39-6028,A676-39-6028,Member676-39-6028,p475,3/30/2019,17:04,Cash,6.6
502-05-1910,A502-05-1910,Normal502-05-1910,p476,2/25/2019,20:35,Credit card,6.3
485-30-8700,A485-30-8700,Normal485-30-8700,p477,3/18/2019,16:10,Credit card,4.2
598-47-9715,C598-47-9715,Normal598-47-9715,p478,3/7/2019,16:54,Ewallet,4.4
701-69-8742,B701-69-8742,Normal701-69-8742,p479,3/16/2019,10:11,Ewallet,6.7
575-67-1508,A575-67-1508,Normal575-67-1508,p480,1/29/2019,11:26,Ewallet,6.7
541-08-3113,C541-08-3113,Normal541-08-3113,p481,2/2/2019,20:29,Cash,8.4
246-11-3901,C246-11-3901,Normal246-11-3901,p482,2/15/2019,12:12,Cash,6.2
674-15-9296,A674-15-9296,Normal674-15-9296,p483,1/8/2019,13:05,Ewallet,5
305-18-3552,B305-18-3552,Member305-18-3552,p484,2/12/2019,16:19,Cash,6
493-65-6248,C493-65-6248,Member493-65-6248,p485,1/1/2019,19:48,Credit card,7
438-01-4015,B438-01-4015,Member438-01-4015,p486,3/21/2019,15:25,Ewallet,6.6
709-58-4068,B709-58-4068,Normal709-58-4068,p487,2/28/2019,14:42,Cash,7.3
795-49-7276,A795-49-7276,Normal795-49-7276,p488,3/23/2019,18:59,Ewallet,8.3
556-72-8512,C556-72-8512,Normal556-72-8512,p489,1/30/2019,20:47,Cash,4.3
627-95-3243,B627-95-3243,Member627-95-3243,p490,2/4/2019,13:21,Ewallet,9.8
686-41-0932,B686-41-0932,Normal686-41-0932,p491,3/13/2019,19:48,Ewallet,8.2
510-09-5628,A510-09-5628,Member510-09-5628,p492,3/15/2019,18:20,Credit card,7.2
608-04-3797,B608-04-3797,Member608-04-3797,p493,3/5/2019,20:24,Ewallet,8.7
148-82-2527,C148-82-2527,Member148-82-2527,p494,3/5/2019,13:44,Credit card,8.4
437-53-3084,B437-53-3084,Normal437-53-3084,p495,2/26/2019,11:48,Ewallet,7.1
632-32-4574,B632-32-4574,Normal632-32-4574,p496,3/20/2019,14:14,Cash,5.5
556-97-7101,C556-97-7101,Normal556-97-7101,p497,1/1/2019,15:51,Cash,8.5
862-59-8517,C862-59-8517,Normal862-59-8517,p498,1/27/2019,11:17,Cash,6.2
401-18-8016,B401-18-8016,Member401-18-8016,p499,1/21/2019,17:36,Cash,8.9
420-18-8989,A420-18-8989,Member420-18-8989,p500,2/2/2019,15:47,Cash,9.6
277-63-2961,B277-63-2961,Member277-63-2961,p501,2/3/2019,15:53,Credit card,5.4
573-98-8548,C573-98-8548,Member573-98-8548,p502,1/5/2019,12:40,Ewallet,9.1
620-02-2046,C620-02-2046,Normal620-02-2046,p503,1/27/2019,19:48,Ewallet,9
282-35-2475,B282-35-2475,Normal282-35-2475,p504,3/25/2019,17:53,Cash,6.3
511-54-3087,B511-54-3087,Normal511-54-3087,p505,2/25/2019,16:36,Credit card,9.5
726-29-6793,A726-29-6793,Member726-29-6793,p506,1/28/2019,20:54,Ewallet,9.8
387-49-4215,B387-49-4215,Member387-49-4215,p507,1/8/2019,12:50,Cash,6.7
862-17-9201,B862-17-9201,Normal862-17-9201,p508,1/29/2019,10:48,Credit card,7.7
291-21-5991,B291-21-5991,Member291-21-5991,p509,3/29/2019,14:28,Cash,7
602-80-9671,C602-80-9671,Member602-80-9671,p510,2/9/2019,17:15,Credit card,5.1
347-72-6115,B347-72-6115,Member347-72-6115,p511,1/16/2019,18:03,Credit card,6.2
209-61-0206,A209-61-0206,Normal209-61-0206,p512,1/5/2019,17:29,Ewallet,6.1
595-27-4851,A595-27-4851,Normal595-27-4851,p513,1/27/2019,18:05,Ewallet,9.3
189-52-0236,A189-52-0236,Normal189-52-0236,p514,3/14/2019,12:07,Cash,7.6
503-07-0930,C503-07-0930,Member503-07-0930,p515,2/23/2019,19:49,Credit card,8.2
413-20-6708,C413-20-6708,Member413-20-6708,p516,3/18/2019,15:52,Ewallet,8.5
425-85-2085,B425-85-2085,Member425-85-2085,p517,3/29/2019,16:48,Ewallet,9.8
521-18-7827,C521-18-7827,Member521-18-7827,p518,1/22/2019,20:46,Credit card,8.7
220-28-1851,A220-28-1851,Normal220-28-1851,p519,3/1/2019,18:14,Ewallet,9.7
600-38-9738,C600-38-9738,Member600-38-9738,p520,1/17/2019,15:05,Credit card,4.3
734-91-1155,B734-91-1155,Normal734-91-1155,p521,3/26/2019,10:34,Credit card,7.7
451-28-5717,C451-28-5717,Member451-28-5717,p522,3/20/2019,11:23,Cash,7.3
609-81-8548,A609-81-8548,Member609-81-8548,p523,2/6/2019,13:55,Credit card,5.9
133-14-7229,C133-14-7229,Normal133-14-7229,p524,1/1/2019,11:43,Cash,5
534-01-4457,A534-01-4457,Normal534-01-4457,p525,1/27/2019,14:36,Credit card,8
719-89-8991,A719-89-8991,Member719-89-8991,p526,2/25/2019,16:03,Ewallet,7.1
286-62-6248,B286-62-6248,Normal286-62-6248,p527,1/16/2019,20:03,Credit card,9
339-38-9982,B339-38-9982,Member339-38-9982,p528,1/13/2019,14:55,Ewallet,6.7
827-44-5872,B827-44-5872,Member827-44-5872,p529,2/7/2019,11:28,Credit card,6.1
827-77-7633,A827-77-7633,Normal827-77-7633,p530,2/17/2019,19:41,Cash,9.3
287-83-1405,A287-83-1405,Normal287-83-1405,p531,2/12/2019,19:01,Ewallet,7
435-13-4908,A435-13-4908,Member435-13-4908,p532,1/24/2019,18:04,Credit card,7.2
857-67-9057,B857-67-9057,Normal857-67-9057,p533,2/6/2019,19:20,Ewallet,8.2
236-27-1144,C236-27-1144,Normal236-27-1144,p534,3/26/2019,10:31,Ewallet,8.4
892-05-6689,A892-05-6689,Normal892-05-6689,p535,3/11/2019,13:28,Ewallet,6.2
583-41-4548,C583-41-4548,Normal583-41-4548,p536,2/7/2019,11:36,Ewallet,7.4
339-12-4827,B339-12-4827,Member339-12-4827,p537,1/5/2019,11:32,Credit card,5
643-38-7867,A643-38-7867,Normal643-38-7867,p538,3/7/2019,11:44,Ewallet,6.9
308-81-0538,A308-81-0538,Normal308-81-0538,p539,2/25/2019,17:16,Credit card,4.9
358-88-9262,C358-88-9262,Member358-88-9262,p540,2/1/2019,18:43,Ewallet,5.1
460-35-4390,A460-35-4390,Normal460-35-4390,p541,1/22/2019,11:00,Ewallet,9.1
343-87-0864,C343-87-0864,Member343-87-0864,p542,1/3/2019,10:30,Credit card,7.1
173-50-1108,B173-50-1108,Member173-50-1108,p543,2/13/2019,12:14,Credit card,5
243-47-2663,C243-47-2663,Member243-47-2663,p544,1/28/2019,16:43,Credit card,5.5
841-18-8232,B841-18-8232,Normal841-18-8232,p545,1/5/2019,20:40,Credit card,9.2
701-23-5550,B701-23-5550,Member701-23-5550,p546,3/19/2019,13:40,Ewallet,4.9
647-50-1224,A647-50-1224,Normal647-50-1224,p547,1/12/2019,16:23,Ewallet,8.9
541-48-8554,A541-48-8554,Normal541-48-8554,p548,1/7/2019,12:08,Credit card,6
539-21-7227,B539-21-7227,Normal539-21-7227,p549,1/26/2019,17:45,Cash,4.2
213-32-1216,A213-32-1216,Normal213-32-1216,p550,1/23/2019,10:28,Cash,7.3
747-58-7183,B747-58-7183,Normal747-58-7183,p551,2/9/2019,20:31,Ewallet,6.5
582-52-8065,B582-52-8065,Normal582-52-8065,p552,2/22/2019,10:49,Cash,8.9
210-57-1719,B210-57-1719,Normal210-57-1719,p553,2/5/2019,12:34,Cash,9.7
399-69-4630,C399-69-4630,Normal399-69-4630,p554,3/7/2019,10:23,Credit card,8.6
134-75-2619,A134-75-2619,Member134-75-2619,p555,3/25/2019,18:51,Cash,6.9
356-44-8813,B356-44-8813,Normal356-44-8813,p556,1/20/2019,13:45,Credit card,7.7
198-66-9832,B198-66-9832,Member198-66-9832,p557,2/4/2019,19:38,Cash,9.5
283-26-5248,C283-26-5248,Member283-26-5248,p558,1/30/2019,20:23,Ewallet,4.5
712-39-0363,A712-39-0363,Member712-39-0363,p559,1/2/2019,15:24,Ewallet,5.6
218-59-9410,A218-59-9410,Member218-59-9410,p560,3/29/2019,16:54,Ewallet,8.2
174-75-0888,B174-75-0888,Normal174-75-0888,p561,3/14/2019,12:32,Cash,7.3
866-99-7614,C866-99-7614,Normal866-99-7614,p562,2/11/2019,15:42,Credit card,4.4
134-54-4720,B134-54-4720,Normal134-54-4720,p563,1/30/2019,13:58,Ewallet,5.7
760-90-2357,A760-90-2357,Member760-90-2357,p564,3/20/2019,15:08,Ewallet,5
514-37-2845,B514-37-2845,Normal514-37-2845,p565,3/20/2019,13:02,Cash,9
698-98-5964,A698-98-5964,Normal698-98-5964,p566,1/17/2019,13:01,Credit card,6.3
718-57-9773,C718-57-9773,Normal718-57-9773,p567,2/3/2019,16:40,Credit card,9.4
651-88-7328,A651-88-7328,Normal651-88-7328,p568,1/1/2019,13:55,Cash,7.7
241-11-2261,B241-11-2261,Normal241-11-2261,p569,1/10/2019,10:33,Credit card,5.5
408-26-9866,C408-26-9866,Normal408-26-9866,p570,3/2/2019,16:42,Ewallet,4.1
834-83-1826,B834-83-1826,Member834-83-1826,p571,2/25/2019,17:16,Credit card,7.6
343-61-3544,B343-61-3544,Member343-61-3544,p572,1/29/2019,11:48,Cash,8.6
239-48-4278,A239-48-4278,Member239-48-4278,p573,3/10/2019,19:35,Ewallet,8.3
355-34-6244,B355-34-6244,Normal355-34-6244,p574,1/13/2019,19:55,Credit card,8.1
550-84-8664,A550-84-8664,Normal550-84-8664,p575,3/22/2019,14:33,Credit card,8.6
339-96-8318,B339-96-8318,Member339-96-8318,p576,3/1/2019,19:49,Ewallet,6.3
458-61-0011,B458-61-0011,Normal458-61-0011,p577,2/20/2019,18:43,Cash,5.8
592-34-6155,C592-34-6155,Normal592-34-6155,p578,1/14/2019,14:43,Ewallet,6.2
797-88-0493,A797-88-0493,Normal797-88-0493,p579,3/26/2019,13:54,Cash,7.7
207-73-1363,B207-73-1363,Normal207-73-1363,p580,3/1/2019,12:15,Ewallet,8.1
390-31-6381,C390-31-6381,Normal390-31-6381,p581,1/7/2019,12:37,Cash,7.3
443-82-0585,A443-82-0585,Member443-82-0585,p582,2/1/2019,19:54,Cash,8.4
339-18-7061,C339-18-7061,Member339-18-7061,p583,2/13/2019,15:06,Credit card,8
359-90-3665,B359-90-3665,Member359-90-3665,p584,1/14/2019,18:03,Credit card,9.5
375-72-3056,B375-72-3056,Normal375-72-3056,p585,1/19/2019,15:58,Ewallet,7
127-47-6963,A127-47-6963,Normal127-47-6963,p586,3/9/2019,13:53,Credit card,9.8
278-86-2735,A278-86-2735,Normal278-86-2735,p587,3/27/2019,14:03,Cash,9.2
695-28-6250,A695-28-6250,Normal695-28-6250,p588,2/4/2019,16:38,Ewallet,7.7
379-17-6588,C379-17-6588,Normal379-17-6588,p589,3/14/2019,11:07,Cash,5.3
