sales_id,Invoice ID,Branch_id,Branch,Cty_id,,City,Customer_id,Customer_type,Gender,Product_id,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment_method,cogs,gross margin percentage,gross income,Rating
s217-58-1179,217-58-1179,A217-58-1179,A,Y217-58-1179,Y,Yangon,Member217-58-1179,Member,Male,p244,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2
s376-02-8238,376-02-8238,B376-02-8238,B,M376-02-8238,M,Mandalay,Normal376-02-8238,Normal,Male,p245,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3
s530-90-9855,530-90-9855,A530-90-9855,A,Y530-90-9855,Y,Yangon,Member530-90-9855,Member,Male,p246,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7
s866-05-7563,866-05-7563,B866-05-7563,B,M866-05-7563,M,Mandalay,Member866-05-7563,Member,Female,p247,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8
s604-70-6476,604-70-6476,A604-70-6476,A,Y604-70-6476,Y,Yangon,Member604-70-6476,Member,Male,p248,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8
s799-71-1548,799-71-1548,A799-71-1548,A,Y799-71-1548,Y,Yangon,Member799-71-1548,Member,Male,p249,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8
s785-13-7708,785-13-7708,B785-13-7708,B,M785-13-7708,M,Mandalay,Normal785-13-7708,Normal,Male,p250,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2
s845-51-0542,845-51-0542,B845-51-0542,B,M845-51-0542,M,Mandalay,Member845-51-0542,Member,Male,p251,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4
s662-47-5456,662-47-5456,C662-47-5456,C,N662-47-5456,N,Naypyitaw,Member662-47-5456,Member,Male,p252,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4
s883-17-4236,883-17-4236,C883-17-4236,C,N883-17-4236,N,Naypyitaw,Normal883-17-4236,Normal,Female,p253,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2
s290-68-2984,290-68-2984,A290-68-2984,A,Y290-68-2984,Y,Yangon,Normal290-68-2984,Normal,Male,p254,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95,4.761904762,4.75,5.2
s704-11-6354,704-11-6354,A704-11-6354,A,Y704-11-6354,Y,Yangon,Member704-11-6354,Member,Male,p255,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9
s110-48-7033,110-48-7033,B110-48-7033,B,M110-48-7033,M,Mandalay,Member110-48-7033,Member,Male,p256,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9
s366-93-0948,366-93-0948,A366-93-0948,A,Y366-93-0948,Y,Yangon,Member366-93-0948,Member,Male,p257,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7
s729-09-9681,729-09-9681,A729-09-9681,A,Y729-09-9681,Y,Yangon,Member729-09-9681,Member,Male,p258,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7
s151-16-1484,151-16-1484,A151-16-1484,A,Y151-16-1484,Y,Yangon,Member151-16-1484,Member,Male,p259,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,4.761904762,6.45,6.5
s380-94-4661,380-94-4661,C380-94-4661,C,N380-94-4661,N,Naypyitaw,Member380-94-4661,Member,Male,p260,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9
s850-41-9669,850-41-9669,A850-41-9669,A,Y850-41-9669,Y,Yangon,Normal850-41-9669,Normal,Female,p261,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2
s821-07-3596,821-07-3596,C821-07-3596,C,N821-07-3596,N,Naypyitaw,Normal821-07-3596,Normal,Female,p262,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6
s655-85-5130,655-85-5130,B655-85-5130,B,M655-85-5130,M,Mandalay,Member655-85-5130,Member,Female,p263,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7
s447-15-7839,447-15-7839,A447-15-7839,A,Y447-15-7839,Y,Yangon,Member447-15-7839,Member,Female,p264,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2
s154-74-7179,154-74-7179,B154-74-7179,B,M154-74-7179,M,Mandalay,Normal154-74-7179,Normal,Male,p265,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9
s253-12-6086,253-12-6086,A253-12-6086,A,Y253-12-6086,Y,Yangon,Member253-12-6086,Member,Female,p266,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7
s808-65-0703,808-65-0703,C808-65-0703,C,N808-65-0703,N,Naypyitaw,Normal808-65-0703,Normal,Male,p267,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9
s571-94-0759,571-94-0759,B571-94-0759,B,M571-94-0759,M,Mandalay,Member571-94-0759,Member,Female,p268,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746,4.761904762,37.3,9.5
s144-51-6085,144-51-6085,A144-51-6085,A,Y144-51-6085,Y,Yangon,Member144-51-6085,Member,Male,p269,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4
s731-14-2199,731-14-2199,A731-14-2199,A,Y731-14-2199,Y,Yangon,Member731-14-2199,Member,Female,p270,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7
s783-09-1637,783-09-1637,B783-09-1637,B,M783-09-1637,M,Mandalay,Normal783-09-1637,Normal,Female,p271,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3
s687-15-1097,687-15-1097,C687-15-1097,C,N687-15-1097,N,Naypyitaw,Member687-15-1097,Member,Female,p272,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7
s126-54-1082,126-54-1082,A126-54-1082,A,Y126-54-1082,Y,Yangon,Member126-54-1082,Member,Female,p273,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8
s633-91-1052,633-91-1052,A633-91-1052,A,Y633-91-1052,Y,Yangon,Normal633-91-1052,Normal,Female,p274,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1
s477-24-6490,477-24-6490,B477-24-6490,B,M477-24-6490,M,Mandalay,Normal477-24-6490,Normal,Female,p275,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9
s566-19-5475,566-19-5475,B566-19-5475,B,M566-19-5475,M,Mandalay,Normal566-19-5475,Normal,Male,p276,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2
s526-86-8552,526-86-8552,C526-86-8552,C,N526-86-8552,N,Naypyitaw,Member526-86-8552,Member,Female,p277,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1
s376-56-3573,376-56-3573,C376-56-3573,C,N376-56-3573,N,Naypyitaw,Normal376-56-3573,Normal,Female,p278,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4
s537-72-0426,537-72-0426,C537-72-0426,C,N537-72-0426,N,Naypyitaw,Member537-72-0426,Member,Male,p279,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7
s828-61-5674,828-61-5674,A828-61-5674,A,Y828-61-5674,Y,Yangon,Member828-61-5674,Member,Male,p280,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6
s136-08-6195,136-08-6195,A136-08-6195,A,Y136-08-6195,Y,Yangon,Normal136-08-6195,Normal,Female,p281,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4
s523-38-0215,523-38-0215,C523-38-0215,C,N523-38-0215,N,Naypyitaw,Normal523-38-0215,Normal,Male,p282,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,37,4.761904762,1.85,7.9
s490-29-1201,490-29-1201,A490-29-1201,A,Y490-29-1201,Y,Yangon,Normal490-29-1201,Normal,Female,p283,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5
s667-92-0055,667-92-0055,A667-92-0055,A,Y667-92-0055,Y,Yangon,Member667-92-0055,Member,Male,p284,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5
s565-17-3836,565-17-3836,A565-17-3836,A,Y565-17-3836,Y,Yangon,Member565-17-3836,Member,Female,p285,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1
s498-41-1961,498-41-1961,B498-41-1961,B,M498-41-1961,M,Mandalay,Normal498-41-1961,Normal,Male,p286,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761904762,16.67,7.6
s593-95-4461,593-95-4461,C593-95-4461,C,N593-95-4461,N,Naypyitaw,Member593-95-4461,Member,Male,p287,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9
s226-71-3580,226-71-3580,C226-71-3580,C,N226-71-3580,N,Naypyitaw,Normal226-71-3580,Normal,Female,p288,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.761904762,10.6875,9.5
s283-79-9594,283-79-9594,B283-79-9594,B,M283-79-9594,M,Mandalay,Normal283-79-9594,Normal,Female,p289,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.761904762,16.9785,5.2
s430-60-3493,430-60-3493,A430-60-3493,A,Y430-60-3493,Y,Yangon,Member430-60-3493,Member,Female,p290,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2
s139-20-0155,139-20-0155,B139-20-0155,B,M139-20-0155,M,Mandalay,Member139-20-0155,Member,Male,p291,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,403,4.761904762,20.15,7
s558-80-4082,558-80-4082,C558-80-4082,C,N558-80-4082,N,Naypyitaw,Normal558-80-4082,Normal,Male,p292,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6
s278-97-7759,278-97-7759,A278-97-7759,A,Y278-97-7759,Y,Yangon,Member278-97-7759,Member,Female,p293,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7
s316-68-6352,316-68-6352,A316-68-6352,A,Y316-68-6352,Y,Yangon,Member316-68-6352,Member,Female,p294,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1
s585-03-5943,585-03-5943,B585-03-5943,B,M585-03-5943,M,Mandalay,Normal585-03-5943,Normal,Male,p295,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9
s211-05-0490,211-05-0490,C211-05-0490,C,N211-05-0490,N,Naypyitaw,Member211-05-0490,Member,Female,p296,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5
s727-75-6477,727-75-6477,C727-75-6477,C,N727-75-6477,N,Naypyitaw,Normal727-75-6477,Normal,Male,p297,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4
s744-02-5987,744-02-5987,A744-02-5987,A,Y744-02-5987,Y,Yangon,Member744-02-5987,Member,Male,p298,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8
s307-83-9164,307-83-9164,A307-83-9164,A,Y307-83-9164,Y,Yangon,Member307-83-9164,Member,Male,p299,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5
s779-06-0012,779-06-0012,C779-06-0012,C,N779-06-0012,N,Naypyitaw,Member779-06-0012,Member,Female,p300,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7
s446-47-6729,446-47-6729,C446-47-6729,C,N446-47-6729,N,Naypyitaw,Normal446-47-6729,Normal,Male,p301,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7
s573-10-3877,573-10-3877,B573-10-3877,B,M573-10-3877,M,Mandalay,Member573-10-3877,Member,Male,p302,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7
s735-06-4124,735-06-4124,C735-06-4124,C,N735-06-4124,N,Naypyitaw,Normal735-06-4124,Normal,Male,p303,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4
s439-54-7422,439-54-7422,A439-54-7422,A,Y439-54-7422,Y,Yangon,Normal439-54-7422,Normal,Female,p304,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7
s396-90-2219,396-90-2219,B396-90-2219,B,M396-90-2219,M,Mandalay,Normal396-90-2219,Normal,Female,p305,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6
s411-77-0180,411-77-0180,A411-77-0180,A,Y411-77-0180,Y,Yangon,Member411-77-0180,Member,Male,p306,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3
s286-01-5402,286-01-5402,A286-01-5402,A,Y286-01-5402,Y,Yangon,Normal286-01-5402,Normal,Female,p307,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6
s803-17-8013,803-17-8013,A803-17-8013,A,Y803-17-8013,Y,Yangon,Member803-17-8013,Member,Female,p308,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1
s512-98-1403,512-98-1403,A512-98-1403,A,Y512-98-1403,Y,Yangon,Member512-98-1403,Member,Female,p309,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7
s848-42-2560,848-42-2560,A848-42-2560,A,Y848-42-2560,Y,Yangon,Normal848-42-2560,Normal,Female,p310,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8
s532-59-7201,532-59-7201,B532-59-7201,B,M532-59-7201,M,Mandalay,Member532-59-7201,Member,Male,p311,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,4.761904762,23.979,5.5
s181-94-6432,181-94-6432,C181-94-6432,C,N181-94-6432,N,Naypyitaw,Member181-94-6432,Member,Male,p312,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,138.66,4.761904762,6.933,9.7
s870-76-1733,870-76-1733,A870-76-1733,A,Y870-76-1733,Y,Yangon,Member870-76-1733,Member,Female,p313,Food and beverages,14.23,5,3.5575,74.7075,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4
s423-64-4619,423-64-4619,A423-64-4619,A,Y423-64-4619,Y,Yangon,Member423-64-4619,Member,Female,p314,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5
s227-07-4446,227-07-4446,C227-07-4446,C,N227-07-4446,N,Naypyitaw,Member227-07-4446,Member,Female,p315,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,781.3,4.761904762,39.065,4.4
s174-36-3675,174-36-3675,C174-36-3675,C,N174-36-3675,N,Naypyitaw,Member174-36-3675,Member,Male,p316,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,4.761904762,9.937,5.2
s428-83-5800,428-83-5800,C428-83-5800,C,N428-83-5800,N,Naypyitaw,Member428-83-5800,Member,Female,p317,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,63.24,4.761904762,3.162,7.3
s603-07-0961,603-07-0961,C603-07-0961,C,N603-07-0961,N,Naypyitaw,Member603-07-0961,Member,Male,p318,Electronic accessories,74.79,5,18.6975,392.6475,1/10/2019,11:34,Cash,373.95,4.761904762,18.6975,4.9
s704-20-4138,704-20-4138,C704-20-4138,C,N704-20-4138,N,Naypyitaw,Member704-20-4138,Member,Female,p319,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,18:58,Credit card,207.69,4.761904762,10.3845,8.1
s787-15-1757,787-15-1757,C787-15-1757,C,N787-15-1757,N,Naypyitaw,Member787-15-1757,Member,Male,p320,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4
s649-11-3678,649-11-3678,C649-11-3678,C,N649-11-3678,N,Naypyitaw,Normal649-11-3678,Normal,Female,p321,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.761904762,10.3185,5.5
s622-20-1945,622-20-1945,C622-20-1945,C,N622-20-1945,N,Naypyitaw,Normal622-20-1945,Normal,Female,p322,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,4.761904762,1.971,8.4
s372-94-8041,372-94-8041,A372-94-8041,A,Y372-94-8041,Y,Yangon,Normal372-94-8041,Normal,Male,p323,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8
s563-91-7120,563-91-7120,A563-91-7120,A,Y563-91-7120,Y,Yangon,Normal563-91-7120,Normal,Female,p324,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7
s746-54-5508,746-54-5508,A746-54-5508,A,Y746-54-5508,Y,Yangon,Normal746-54-5508,Normal,Male,p325,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4
s276-54-0879,276-54-0879,B276-54-0879,B,M276-54-0879,M,Mandalay,Normal276-54-0879,Normal,Male,p326,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,390.96,4.761904762,19.548,6.4
s815-11-1168,815-11-1168,A815-11-1168,A,Y815-11-1168,Y,Yangon,Member815-11-1168,Member,Male,p327,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4
s719-76-3868,719-76-3868,C719-76-3868,C,N719-76-3868,N,Naypyitaw,Member719-76-3868,Member,Male,p328,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,377.04,4.761904762,18.852,8.6
s730-61-8757,730-61-8757,B730-61-8757,B,M730-61-8757,M,Mandalay,Member730-61-8757,Member,Male,p329,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4
s340-66-0321,340-66-0321,A340-66-0321,A,Y340-66-0321,Y,Yangon,Member340-66-0321,Member,Male,p330,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6
s868-81-1752,868-81-1752,B868-81-1752,B,M868-81-1752,M,Mandalay,Normal868-81-1752,Normal,Male,p331,Home and lifestyle,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,198.18,4.761904762,9.909,6.8
s634-97-8956,634-97-8956,A634-97-8956,A,Y634-97-8956,Y,Yangon,Normal634-97-8956,Normal,Male,p332,Food and beverages,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1
s566-71-1091,566-71-1091,A566-71-1091,A,Y566-71-1091,Y,Yangon,Normal566-71-1091,Normal,Male,p333,Fashion accessories,77.02,5,19.255,404.355,2/3/2019,15:59,Cash,385.1,4.761904762,19.255,5.5
s442-48-3607,442-48-3607,A442-48-3607,A,Y442-48-3607,Y,Yangon,Member442-48-3607,Member,Male,p334,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
s835-16-0096,835-16-0096,C835-16-0096,C,N835-16-0096,N,Naypyitaw,Member835-16-0096,Member,Male,p335,Sports and travel,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5
s527-09-6272,527-09-6272,A527-09-6272,A,Y527-09-6272,Y,Yangon,Member527-09-6272,Member,Female,p336,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1
s898-04-2717,898-04-2717,A898-04-2717,A,Y898-04-2717,Y,Yangon,Normal898-04-2717,Normal,Male,p337,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5
s692-27-8933,692-27-8933,B692-27-8933,B,M692-27-8933,M,Mandalay,Normal692-27-8933,Normal,Female,p338,Sports and travel,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,347.7,4.761904762,17.385,5.2
s633-09-3463,633-09-3463,C633-09-3463,C,N633-09-3463,N,Naypyitaw,Normal633-09-3463,Normal,Female,p339,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5
s374-17-3652,374-17-3652,B374-17-3652,B,M374-17-3652,M,Mandalay,Member374-17-3652,Member,Female,p340,Food and beverages,42.82,9,19.269,404.649,2/5/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9
s378-07-7001,378-07-7001,B378-07-7001,B,M378-07-7001,M,Mandalay,Member378-07-7001,Member,Male,p341,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8
s433-75-6987,433-75-6987,B433-75-6987,B,M433-75-6987,M,Mandalay,Member433-75-6987,Member,Female,p342,Health and beauty,55.97,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,391.79,4.761904762,19.5895,8.9
s873-95-4984,873-95-4984,B873-95-4984,B,M873-95-4984,M,Mandalay,Member873-95-4984,Member,Female,p343,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,538.3,4.761904762,26.915,7.7
s416-13-5917,416-13-5917,C416-13-5917,C,N416-13-5917,N,Naypyitaw,Normal416-13-5917,Normal,Female,p344,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,4.761904762,24.2575,9.3
s150-89-8043,150-89-8043,A150-89-8043,A,Y150-89-8043,Y,Yangon,Normal150-89-8043,Normal,Male,p345,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2
s135-84-8019,135-84-8019,A135-84-8019,A,Y135-84-8019,Y,Yangon,Normal135-84-8019,Normal,Female,p346,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6
s441-94-7118,441-94-7118,A441-94-7118,A,Y441-94-7118,Y,Yangon,Member441-94-7118,Member,Male,p347,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3
s725-96-3778,725-96-3778,C725-96-3778,C,N725-96-3778,N,Naypyitaw,Member725-96-3778,Member,Female,p348,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,714,4.761904762,35.7,4.7
s531-80-1784,531-80-1784,A531-80-1784,A,Y531-80-1784,Y,Yangon,Normal531-80-1784,Normal,Male,p349,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1
s400-45-1220,400-45-1220,B400-45-1220,B,M400-45-1220,M,Mandalay,Normal400-45-1220,Normal,Female,p350,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8
s860-79-0874,860-79-0874,C860-79-0874,C,N860-79-0874,N,Naypyitaw,Member860-79-0874,Member,Female,p351,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,4.761904762,49.65,6.6
s834-61-8124,834-61-8124,A834-61-8124,A,Y834-61-8124,Y,Yangon,Normal834-61-8124,Normal,Male,p352,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5
s115-99-4379,115-99-4379,B115-99-4379,B,M115-99-4379,M,Mandalay,Member115-99-4379,Member,Female,p353,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5
s565-67-6697,565-67-6697,B565-67-6697,B,M565-67-6697,M,Mandalay,Member565-67-6697,Member,Male,p354,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,243,4.761904762,12.15,4.8
s320-49-6392,320-49-6392,C320-49-6392,C,N320-49-6392,N,Naypyitaw,Normal320-49-6392,Normal,Female,p355,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,30.24,4.761904762,1.512,8.4
s889-04-9723,889-04-9723,B889-04-9723,B,M889-04-9723,M,Mandalay,Member889-04-9723,Member,Female,p356,Food and beverages,89.14,4,17.828,374.388,1/7/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8
s632-90-0281,632-90-0281,C632-90-0281,C,N632-90-0281,N,Naypyitaw,Normal632-90-0281,Normal,Female,p357,Fashion accessories,37.55,10,18.775,394.275,3/8/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3
s554-42-2417,554-42-2417,C554-42-2417,C,N554-42-2417,N,Naypyitaw,Normal554-42-2417,Normal,Female,p358,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,954.4,4.761904762,47.72,5.2
s453-63-6187,453-63-6187,B453-63-6187,B,M453-63-6187,M,Mandalay,Normal453-63-6187,Normal,Male,p359,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,82.5,4.761904762,4.125,6.5
s578-80-7669,578-80-7669,B578-80-7669,B,M578-80-7669,M,Mandalay,Normal578-80-7669,Normal,Male,p360,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,4.761904762,3.7485,5.6
s612-36-5536,612-36-5536,A612-36-5536,A,Y612-36-5536,Y,Yangon,Member612-36-5536,Member,Male,p361,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4
