sales_id,Invoice ID,Quantity,Tax,Total,cogs,gross margin percentage,gross_income
s834-61-8124,834-61-8124,7,18.0915,379.9215,361.83,4.761904762,18.0915
s115-99-4379,115-99-4379,7,19.1555,402.2655,383.11,4.761904762,19.1555
s565-67-6697,565-67-6697,9,12.15,255.15,243,4.761904762,12.15
s320-49-6392,320-49-6392,1,1.512,31.752,30.24,4.761904762,1.512
s889-04-9723,889-04-9723,4,17.828,374.388,356.56,4.761904762,17.828
s632-90-0281,632-90-0281,10,18.775,394.275,375.5,4.761904762,18.775
s554-42-2417,554-42-2417,10,47.72,1002.12,954.4,4.761904762,47.72
s453-63-6187,453-63-6187,3,4.125,86.625,82.5,4.761904762,4.125
s578-80-7669,578-80-7669,1,3.7485,78.7185,74.97,4.761904762,3.7485
s612-36-5536,612-36-5536,8,32.384,680.064,647.68,4.761904762,32.384
s605-72-4132,605-72-4132,8,37.788,793.548,755.76,4.761904762,37.788
s471-41-2823,471-41-2823,2,9.979,209.559,199.58,4.761904762,9.979
s462-67-9126,462-67-9126,6,21.966,461.286,439.32,4.761904762,21.966
s272-27-9238,272-27-9238,4,8.248,173.208,164.96,4.761904762,8.248
s834-25-9262,834-25-9262,4,16.336,343.056,326.72,4.761904762,16.336
s122-61-9553,122-61-9553,9,23.094,484.974,461.88,4.761904762,23.094
s468-88-0009,468-88-0009,4,13.188,276.948,263.76,4.761904762,13.188
s613-59-9758,613-59-9758,10,7.18,150.78,143.6,4.761904762,7.18
s254-31-0042,254-31-0042,9,9.675,203.175,193.5,4.761904762,9.675
s201-86-2184,201-86-2184,7,9.191,193.011,183.82,4.761904762,9.191
s261-12-8671,261-12-8671,2,6.096,128.016,121.92,4.761904762,6.096
s730-70-9830,730-70-9830,6,21.033,441.693,420.66,4.761904762,21.033
s382-25-8917,382-25-8917,6,12.624,265.104,252.48,4.761904762,12.624
s422-29-8786,422-29-8786,5,16.7725,352.2225,335.45,4.761904762,16.7725
s667-23-5919,667-23-5919,5,24.175,507.675,483.5,4.761904762,24.175
s843-01-4703,843-01-4703,9,15.921,334.341,318.42,4.761904762,15.921
s743-88-1662,743-88-1662,7,33.4215,701.8515,668.43,4.761904762,33.4215
s595-86-2894,595-86-2894,4,19.396,407.316,387.92,4.761904762,19.396
s182-69-8360,182-69-8360,4,4.73,99.33,94.6,4.761904762,4.73
s289-15-7034,289-15-7034,4,16.466,345.786,329.32,4.761904762,16.466
s462-78-5240,462-78-5240,2,2.661,55.881,53.22,4.761904762,2.661
s868-52-7573,868-52-7573,5,24.9225,523.3725,498.45,4.761904762,24.9225
s153-58-4872,153-58-4872,4,14.978,314.538,299.56,4.761904762,14.978
s662-72-2873,662-72-2873,5,10.235,214.935,204.7,4.761904762,10.235
s525-88-7307,525-88-7307,1,3.791,79.611,75.82,4.761904762,3.791
s689-16-9784,689-16-9784,6,14.031,294.651,280.62,4.761904762,14.031
s725-56-0833,725-56-0833,10,16.16,339.36,323.2,4.761904762,16.16
s394-41-0748,394-41-0748,9,24.3315,510.9615,486.63,4.761904762,24.3315
s596-42-3999,596-42-3999,7,6.377,133.917,127.54,4.761904762,6.377
s541-89-9860,541-89-9860,3,12.072,253.512,241.44,4.761904762,12.072
s173-82-9529,173-82-9529,10,18.975,398.475,379.5,4.761904762,18.975
s563-36-9814,563-36-9814,1,3.841,80.661,76.82,4.761904762,3.841
s308-47-4913,308-47-4913,10,26.13,548.73,522.6,4.761904762,26.13
s885-17-6250,885-17-6250,1,3.987,83.727,79.74,4.761904762,3.987
s726-27-2396,726-27-2396,5,19.375,406.875,387.5,4.761904762,19.375
s316-01-3952,316-01-3952,5,13.5675,284.9175,271.35,4.761904762,13.5675
s760-54-1821,760-54-1821,9,6.1155,128.4255,122.31,4.761904762,6.1155
s793-10-3222,793-10-3222,6,12.318,258.678,246.36,4.761904762,12.318
s346-12-3257,346-12-3257,9,8.658,181.818,173.16,4.761904762,8.658
s110-05-6330,110-05-6330,6,11.829,248.409,236.58,4.761904762,11.829
s651-61-0874,651-61-0874,4,9.244,194.124,184.88,4.761904762,9.244
s236-86-3015,236-86-3015,1,0.699,14.679,13.98,4.761904762,0.699
s831-64-0259,831-64-0259,5,9.9375,208.6875,198.75,4.761904762,9.9375
s587-03-7455,587-03-7455,7,34.2265,718.7565,684.53,4.761904762,34.2265
s882-40-4577,882-40-4577,4,13.452,282.492,269.04,4.761904762,13.452
s732-67-5346,732-67-5346,5,3.4475,72.3975,68.95,4.761904762,3.4475
s725-32-9708,725-32-9708,4,13.742,288.582,274.84,4.761904762,13.742
s256-08-8343,256-08-8343,4,11.306,237.426,226.12,4.761904762,11.306
s372-26-1506,372-26-1506,5,5.955,125.055,119.1,4.761904762,5.955
s244-08-0162,244-08-0162,10,17.105,359.205,342.1,4.761904762,17.105
s569-71-4390,569-71-4390,2,2.187,45.927,43.74,4.761904762,2.187
s132-23-6451,132-23-6451,5,5.2425,110.0925,104.85,4.761904762,5.2425
s696-90-2548,696-90-2548,3,3.876,81.396,77.52,4.761904762,3.876
s472-15-9636,472-15-9636,8,20.372,427.812,407.44,4.761904762,20.372
s268-03-6164,268-03-6164,1,4.8055,100.9155,96.11,4.761904762,4.8055
s750-57-9686,750-57-9686,4,9.076,190.596,181.52,4.761904762,9.076
s186-09-3669,186-09-3669,1,4.0755,85.5855,81.51,4.761904762,4.0755
s848-07-1692,848-07-1692,2,5.722,120.162,114.44,4.761904762,5.722
s745-71-3520,745-71-3520,7,8.827,185.367,176.54,4.761904762,8.827
s266-76-6436,266-76-6436,3,5.79,121.59,115.8,4.761904762,5.79
s740-22-2500,740-22-2500,3,12.6075,264.7575,252.15,4.761904762,12.6075
s271-88-8734,271-88-8734,10,48.605,1020.705,972.1,4.761904762,48.605
s301-81-8610,301-81-8610,8,10.168,213.528,203.36,4.761904762,10.168
s489-64-4354,489-64-4354,1,0.814,17.094,16.28,4.761904762,0.814
s198-84-7132,198-84-7132,9,18.2745,383.7645,365.49,4.761904762,18.2745
s269-10-8440,269-10-8440,7,18.6095,390.7995,372.19,4.761904762,18.6095
s650-98-6268,650-98-6268,3,3.1305,65.7405,62.61,4.761904762,3.1305
s741-73-3559,741-73-3559,5,16.8175,353.1675,336.35,4.761904762,16.8175
s325-77-6186,325-77-6186,10,45.325,951.825,906.5,4.761904762,45.325
s286-75-7818,286-75-7818,2,6.908,145.068,138.16,4.761904762,6.908
s574-57-9721,574-57-9721,2,4.327,90.867,86.54,4.761904762,4.327
s459-50-7686,459-50-7686,6,7.038,147.798,140.76,4.761904762,7.038
s616-87-0016,616-87-0016,7,33.439,702.219,668.78,4.761904762,33.439
s837-55-7229,837-55-7229,1,2.372,49.812,47.44,4.761904762,2.372
s751-69-0068,751-69-0068,9,44.658,937.818,893.16,4.761904762,44.658
s257-73-1380,257-73-1380,4,16.586,348.306,331.72,4.761904762,16.586
s345-08-4992,345-08-4992,6,10.197,214.137,203.94,4.761904762,10.197
s549-96-4200,549-96-4200,4,3.408,71.568,68.16,4.761904762,3.408
s810-60-6344,810-60-6344,8,16.344,343.224,326.88,4.761904762,16.344
s450-28-2866,450-28-2866,5,4.36,91.56,87.2,4.761904762,4.36
s394-30-3170,394-30-3170,8,35.372,742.812,707.44,4.761904762,35.372
s138-17-5109,138-17-5109,9,40.1445,843.0345,802.89,4.761904762,40.1445
s192-98-7397,192-98-7397,1,0.639,13.419,12.78,4.761904762,0.639
s301-11-9629,301-11-9629,7,6.685,140.385,133.7,4.761904762,6.685
s390-80-5128,390-80-5128,1,0.9575,20.1075,19.15,4.761904762,0.9575
s235-46-8343,235-46-8343,10,13.83,290.43,276.6,4.761904762,13.83
s453-12-7053,453-12-7053,3,6.861,144.081,137.22,4.761904762,6.861
s296-11-7041,296-11-7041,1,1.3535,28.4235,27.07,4.761904762,1.3535
s449-27-2918,449-27-2918,1,1.956,41.076,39.12,4.761904762,1.956
s891-01-7034,891-01-7034,6,22.413,470.673,448.26,4.761904762,22.413
s744-09-5786,744-09-5786,6,6.603,138.663,132.06,4.761904762,6.603
s727-17-0390,727-17-0390,5,15.9025,333.9525,318.05,4.761904762,15.9025
s568-88-3448,568-88-3448,1,1.25,26.25,25,4.761904762,1.25
s187-83-5490,187-83-5490,4,4.154,87.234,83.08,4.761904762,4.154
s767-54-1907,767-54-1907,5,7.39,155.19,147.8,4.761904762,7.39
s710-46-4433,710-46-4433,9,34.83,731.43,696.6,4.761904762,34.83
s533-33-5337,533-33-5337,10,39.695,833.595,793.9,4.761904762,39.695
s325-90-8763,325-90-8763,10,23.285,488.985,465.7,4.761904762,23.285
s729-46-7422,729-46-7422,1,1.7945,37.6845,35.89,4.761904762,1.7945
s639-76-1242,639-76-1242,5,10.13,212.73,202.6,4.761904762,10.13
s234-03-4040,234-03-4040,10,36.525,767.025,730.5,4.761904762,36.525
s326-71-2155,326-71-2155,4,14.79,310.59,295.8,4.761904762,14.79
s320-32-8842,320-32-8842,1,1.131,23.751,22.62,4.761904762,1.131
s470-32-9057,470-32-9057,5,12.835,269.535,256.7,4.761904762,12.835
s878-30-2331,878-30-2331,10,27.275,572.775,545.5,4.761904762,27.275
s440-59-5691,440-59-5691,7,13.0025,273.0525,260.05,4.761904762,13.0025
s554-53-3790,554-53-3790,6,11.106,233.226,222.12,4.761904762,11.106
s746-19-0921,746-19-0921,1,1.079,22.659,21.58,4.761904762,1.079
s233-34-0817,233-34-0817,1,4.942,103.782,98.84,4.761904762,4.942
s767-05-1286,767-05-1286,6,25.131,527.751,502.62,4.761904762,25.131
s340-21-9136,340-21-9136,4,8.01,168.21,160.2,4.761904762,8.01
s405-31-3305,405-31-3305,10,21.565,452.865,431.3,4.761904762,21.565
s731-59-7531,731-59-7531,8,29.028,609.588,580.56,4.761904762,29.028
s676-39-6028,676-39-6028,5,16.11,338.31,322.2,4.761904762,16.11
s502-05-1910,502-05-1910,3,9.777,205.317,195.54,4.761904762,9.777
s485-30-8700,485-30-8700,5,8.315,174.615,166.3,4.761904762,8.315
s598-47-9715,598-47-9715,4,16.814,353.094,336.28,4.761904762,16.814
s701-69-8742,701-69-8742,10,17.185,360.885,343.7,4.761904762,17.185
s575-67-1508,575-67-1508,1,1.93,40.53,38.6,4.761904762,1.93
s541-08-3113,541-08-3113,8,26.388,554.148,527.76,4.761904762,26.388
s246-11-3901,246-11-3901,10,16.4,344.4,328,4.761904762,16.4
s674-15-9296,674-15-9296,5,9.285,194.985,185.7,4.761904762,9.285
s305-18-3552,305-18-3552,10,30.19,633.99,603.8,4.761904762,30.19
s493-65-6248,493-65-6248,10,18.49,388.29,369.8,4.761904762,18.49
s438-01-4015,438-01-4015,4,9.898,207.858,197.96,4.761904762,9.898
s709-58-4068,709-58-4068,10,20.545,431.445,410.9,4.761904762,20.545
s795-49-7276,795-49-7276,4,7.43,156.03,148.6,4.761904762,7.43
s556-72-8512,556-72-8512,1,1.148,24.108,22.96,4.761904762,1.148
s627-95-3243,627-95-3243,9,34.956,734.076,699.12,4.761904762,34.956
s686-41-0932,686-41-0932,2,3.47,72.87,69.4,4.761904762,3.47
s510-09-5628,510-09-5628,10,9.83,206.43,196.6,4.761904762,9.83
s608-04-3797,608-04-3797,8,10.128,212.688,202.56,4.761904762,10.128
s148-82-2527,148-82-2527,10,6.06,127.26,121.2,4.761904762,6.06
s437-53-3084,437-53-3084,2,9.989,209.769,199.78,4.761904762,9.989
s632-32-4574,632-32-4574,8,30.368,637.728,607.36,4.761904762,30.368
s556-97-7101,556-97-7101,2,6.322,132.762,126.44,4.761904762,6.322
s862-59-8517,862-59-8517,6,27.072,568.512,541.44,4.761904762,27.072
s401-18-8016,401-18-8016,1,4.9065,103.0365,98.13,4.761904762,4.9065
s420-18-8989,420-18-8989,8,20.608,432.768,412.16,4.761904762,20.608
s277-63-2961,277-63-2961,1,3.6985,77.6685,73.97,4.761904762,3.6985
s573-98-8548,573-98-8548,1,1.595,33.495,31.9,4.761904762,1.595
s620-02-2046,620-02-2046,2,6.94,145.74,138.8,4.761904762,6.94
s282-35-2475,282-35-2475,2,9.331,195.951,186.62,4.761904762,9.331
s511-54-3087,511-54-3087,1,4.4225,92.8725,88.45,4.761904762,4.4225
s726-29-6793,726-29-6793,8,9.672,203.112,193.44,4.761904762,9.672
s387-49-4215,387-49-4215,3,7.275,152.775,145.5,4.761904762,7.275
s862-17-9201,862-17-9201,6,25.215,529.515,504.3,4.761904762,25.215
s291-21-5991,291-21-5991,5,15.3225,321.7725,306.45,4.761904762,15.3225
s602-80-9671,602-80-9671,6,4.785,100.485,95.7,4.761904762,4.785
s347-72-6115,347-72-6115,7,31.759,666.939,635.18,4.761904762,31.759
s209-61-0206,209-61-0206,5,10.7275,225.2775,214.55,4.761904762,10.7275
s595-27-4851,595-27-4851,7,18.998,398.958,379.96,4.761904762,18.998
s189-52-0236,189-52-0236,7,34.8425,731.6925,696.85,4.761904762,34.8425
s503-07-0930,503-07-0930,7,20.4365,429.1665,408.73,4.761904762,20.4365
s413-20-6708,413-20-6708,1,2.5735,54.0435,51.47,4.761904762,2.5735
s425-85-2085,425-85-2085,5,13.715,288.015,274.3,4.761904762,13.715
s521-18-7827,521-18-7827,5,9.8475,206.7975,196.95,4.761904762,9.8475
s220-28-1851,220-28-1851,2,3.473,72.933,69.46,4.761904762,3.473
s600-38-9738,600-38-9738,5,17.98,377.58,359.6,4.761904762,17.98
s734-91-1155,734-91-1155,3,6.8565,143.9865,137.13,4.761904762,6.8565
s451-28-5717,451-28-5717,6,24.951,523.971,499.02,4.761904762,24.951
s609-81-8548,609-81-8548,6,11.232,235.872,224.64,4.761904762,11.232
s133-14-7229,133-14-7229,2,6.287,132.027,125.74,4.761904762,6.287
s534-01-4457,534-01-4457,6,24.513,514.773,490.26,4.761904762,24.513
s719-89-8991,719-89-8991,5,22.8525,479.9025,457.05,4.761904762,22.8525
s286-62-6248,286-62-6248,4,7.842,164.682,156.84,4.761904762,7.842
s339-38-9982,339-38-9982,2,5.986,125.706,119.72,4.761904762,5.986
s827-44-5872,827-44-5872,10,27.18,570.78,543.6,4.761904762,27.18
s827-77-7633,827-77-7633,9,44.1405,926.9505,882.81,4.761904762,44.1405
s287-83-1405,287-83-1405,6,7.629,160.209,152.58,4.761904762,7.629
s435-13-4908,435-13-4908,8,34.672,728.112,693.44,4.761904762,34.672
s857-67-9057,857-67-9057,10,11.475,240.975,229.5,4.761904762,11.475
s236-27-1144,236-27-1144,9,7.3395,154.1295,146.79,4.761904762,7.3395
s892-05-6689,892-05-6689,5,7.08,148.68,141.6,4.761904762,7.08
s583-41-4548,583-41-4548,7,5.8345,122.5245,116.69,4.761904762,5.8345
s339-12-4827,339-12-4827,1,3.698,77.658,73.96,4.761904762,3.698
s643-38-7867,643-38-7867,1,4.897,102.837,97.94,4.761904762,4.897
s308-81-0538,308-81-0538,4,14.61,306.81,292.2,4.761904762,14.61
s358-88-9262,358-88-9262,6,26.244,551.124,524.88,4.761904762,26.244
s460-35-4390,460-35-4390,3,4.602,96.642,92.04,4.761904762,4.602
s343-87-0864,343-87-0864,1,3.794,79.674,75.88,4.761904762,3.794
s173-50-1108,173-50-1108,4,4.036,84.756,80.72,4.761904762,4.036
s243-47-2663,243-47-2663,6,5.631,118.251,112.62,4.761904762,5.631
s841-18-8232,841-18-8232,1,3.56,74.76,71.2,4.761904762,3.56
s701-23-5550,701-23-5550,4,7.762,163.002,155.24,4.761904762,7.762
s647-50-1224,647-50-1224,10,14.71,308.91,294.2,4.761904762,14.71
s541-48-8554,541-48-8554,9,27.4275,575.9775,548.55,4.761904762,27.4275
s539-21-7227,539-21-7227,5,12.885,270.585,257.7,4.761904762,12.885
s213-32-1216,213-32-1216,6,19.818,416.178,396.36,4.761904762,19.818
s747-58-7183,747-58-7183,3,8.5905,180.4005,171.81,4.761904762,8.5905
s582-52-8065,582-52-8065,9,24.4395,513.2295,488.79,4.761904762,24.4395
s210-57-1719,210-57-1719,9,26.208,550.368,524.16,4.761904762,26.208
s399-69-4630,399-69-4630,6,6.663,139.923,133.26,4.761904762,6.663
s134-75-2619,134-75-2619,7,6.762,142.002,135.24,4.761904762,6.762
s356-44-8813,356-44-8813,3,5.622,118.062,112.44,4.761904762,5.622
s198-66-9832,198-66-9832,2,7.204,151.284,144.08,4.761904762,7.204
s283-26-5248,283-26-5248,10,49.26,1034.46,985.2,4.761904762,49.26
s712-39-0363,712-39-0363,6,12.498,262.458,249.96,4.761904762,12.498
s218-59-9410,218-59-9410,3,10.863,228.123,217.26,4.761904762,10.863
s174-75-0888,174-75-0888,9,9.711,203.931,194.22,4.761904762,9.711
s866-99-7614,866-99-7614,10,44.6,936.6,892,4.761904762,44.6
s134-54-4720,134-54-4720,8,16.968,356.328,339.36,4.761904762,16.968
s760-90-2357,760-90-2357,6,22.353,469.413,447.06,4.761904762,22.353
s514-37-2845,514-37-2845,2,9.925,208.425,198.5,4.761904762,9.925
s698-98-5964,698-98-5964,10,40.605,852.705,812.1,4.761904762,40.605
s718-57-9773,718-57-9773,10,24.665,517.965,493.3,4.761904762,24.665
s651-88-7328,651-88-7328,9,29.583,621.243,591.66,4.761904762,29.583
s241-11-2261,241-11-2261,7,27.951,586.971,559.02,4.761904762,27.951
s408-26-9866,408-26-9866,7,25.893,543.753,517.86,4.761904762,25.893
s834-83-1826,834-83-1826,5,20.51,430.71,410.2,4.761904762,20.51
s343-61-3544,343-61-3544,10,13.335,280.035,266.7,4.761904762,13.335
s239-48-4278,239-48-4278,7,3.5455,74.4555,70.91,4.761904762,3.5455
s355-34-6244,355-34-6244,2,7.239,152.019,144.78,4.761904762,7.239
s550-84-8664,550-84-8664,5,21.4775,451.0275,429.55,4.761904762,21.4775
s339-96-8318,339-96-8318,7,28.4585,597.6285,569.17,4.761904762,28.4585
s458-61-0011,458-61-0011,4,12.06,253.26,241.2,4.761904762,12.06
s592-34-6155,592-34-6155,4,6.354,133.434,127.08,4.761904762,6.354
s797-88-0493,797-88-0493,4,12.854,269.934,257.08,4.761904762,12.854
s207-73-1363,207-73-1363,2,6.951,145.971,139.02,4.761904762,6.951
s390-31-6381,390-31-6381,3,4.083,85.743,81.66,4.761904762,4.083
s443-82-0585,443-82-0585,4,15.536,326.256,310.72,4.761904762,15.536
s339-18-7061,339-18-7061,2,9.298,195.258,185.96,4.761904762,9.298
s359-90-3665,359-90-3665,4,3.616,75.936,72.32,4.761904762,3.616
s375-72-3056,375-72-3056,3,9.459,198.639,189.18,4.761904762,9.459
s127-47-6963,127-47-6963,4,10.342,217.182,206.84,4.761904762,10.342
s278-86-2735,278-86-2735,3,7.851,164.871,157.02,4.761904762,7.851
s695-28-6250,695-28-6250,5,10.765,226.065,215.3,4.761904762,10.765
s379-17-6588,379-17-6588,10,29.805,625.905,596.1,4.761904762,29.805
s227-50-3718,227-50-3718,5,3.655,76.755,73.1,4.761904762,3.655
s302-15-2162,302-15-2162,6,13.959,293.139,279.18,4.761904762,13.959
s788-07-8452,788-07-8452,7,8.484,178.164,169.68,4.761904762,8.484
s560-49-6611,560-49-6611,1,2.279,47.859,45.58,4.761904762,2.279
s880-35-0356,880-35-0356,3,11.28,236.88,225.6,4.761904762,11.28
s585-11-6748,585-11-6748,3,14.52,304.92,290.4,4.761904762,14.52
s470-31-3286,470-31-3286,3,2.223,46.683,44.46,4.761904762,2.223
s152-68-2907,152-68-2907,3,7.83,164.43,156.6,4.761904762,7.83
s123-35-4896,123-35-4896,9,20.997,440.937,419.94,4.761904762,20.997
s258-69-7810,258-69-7810,5,9.2125,193.4625,184.25,4.761904762,9.2125
s334-64-2006,334-64-2006,2,7.032,147.672,140.64,4.761904762,7.032
s219-61-4139,219-61-4139,1,4.154,87.234,83.08,4.761904762,4.154
s881-41-7302,881-41-7302,1,3.2495,68.2395,64.99,4.761904762,3.2495
s373-09-4567,373-09-4567,10,38.78,814.38,775.6,4.761904762,38.78
s642-30-6693,642-30-6693,6,16.353,343.413,327.06,4.761904762,16.353
s484-22-8230,484-22-8230,7,18.1615,381.3915,363.23,4.761904762,18.1615
s830-58-2383,830-58-2383,4,6.35,133.35,127,4.761904762,6.35
s559-98-9873,559-98-9873,7,18.7775,394.3275,375.55,4.761904762,18.7775
s544-32-5024,544-32-5024,4,9.958,209.118,199.16,4.761904762,9.958
s318-12-0304,318-12-0304,1,1.5305,32.1405,30.61,4.761904762,1.5305
s349-97-8902,349-97-8902,2,5.789,121.569,115.78,4.761904762,5.789
s421-95-9805,421-95-9805,1,1.448,30.408,28.96,4.761904762,1.448
s277-35-5865,277-35-5865,9,44.5365,935.2665,890.73,4.761904762,44.5365
s789-23-8625,789-23-8625,3,13.983,293.643,279.66,4.761904762,13.983
s284-54-4231,284-54-4231,1,4.0465,84.9765,80.93,4.761904762,4.0465
s443-59-0061,443-59-0061,10,33.725,708.225,674.5,4.761904762,33.725
s509-29-3912,509-29-3912,9,17.424,365.904,348.48,4.761904762,17.424
s327-40-9673,327-40-9673,6,21.78,457.38,435.6,4.761904762,21.78
s840-19-2096,840-19-2096,5,21.9775,461.5275,439.55,4.761904762,21.9775
s828-46-6863,828-46-6863,6,29.559,620.739,591.18,4.761904762,29.559
s641-96-3695,641-96-3695,6,13.038,273.798,260.76,4.761904762,13.038
s420-97-3340,420-97-3340,3,10.752,225.792,215.04,4.761904762,10.752
s436-54-4512,436-54-4512,1,4.5805,96.1905,91.61,4.761904762,4.5805
s670-79-6321,670-79-6321,7,33.1065,695.2365,662.13,4.761904762,33.1065
s852-62-7105,852-62-7105,10,41.625,874.125,832.5,4.761904762,41.625
s598-06-7312,598-06-7312,1,4.5675,95.9175,91.35,4.761904762,4.5675
s135-13-8269,135-13-8269,2,7.888,165.648,157.76,4.761904762,7.888
s816-57-2053,816-57-2053,2,6.087,127.827,121.74,4.761904762,6.087
s628-90-8624,628-90-8624,10,41.29,867.09,825.8,4.761904762,41.29
s856-66-2701,856-66-2701,3,7.995,167.895,159.9,4.761904762,7.995
s308-39-1707,308-39-1707,1,0.6045,12.6945,12.09,4.761904762,0.6045
s149-61-1929,149-61-1929,10,32.095,673.995,641.9,4.761904762,32.095
s655-07-2265,655-07-2265,3,11.7465,246.6765,234.93,4.761904762,11.7465
s589-02-8023,589-02-8023,2,8.377,175.917,167.54,4.761904762,8.377
s420-04-7590,420-04-7590,3,14.955,314.055,299.1,4.761904762,14.955
s182-88-2763,182-88-2763,3,11.9865,251.7165,239.73,4.761904762,11.9865
s188-55-0967,188-55-0967,10,33.235,697.935,664.7,4.761904762,33.235
s610-46-4100,610-46-4100,7,10.1325,212.7825,202.65,4.761904762,10.1325
s318-81-2368,318-81-2368,1,2.31,48.51,46.2,4.761904762,2.31
s364-33-8584,364-33-8584,5,4.4075,92.5575,88.15,4.761904762,4.4075
s665-63-9737,665-63-9737,3,7.863,165.123,157.26,4.761904762,7.863
s695-09-5146,695-09-5146,3,14.8185,311.1885,296.37,4.761904762,14.8185
s155-45-3814,155-45-3814,8,35.42,743.82,708.4,4.761904762,35.42
s794-32-2436,794-32-2436,2,5.567,116.907,111.34,4.761904762,5.567
s131-15-8856,131-15-8856,8,29.008,609.168,580.16,4.761904762,29.008
s273-84-2164,273-84-2164,5,3.0125,63.2625,60.25,4.761904762,3.0125
s706-36-6154,706-36-6154,9,8.712,182.952,174.24,4.761904762,8.712
s778-89-7974,778-89-7974,6,21.063,442.323,421.26,4.761904762,21.063
s574-31-8277,574-31-8277,1,1.6815,35.3115,33.63,4.761904762,1.6815
s859-71-0933,859-71-0933,2,1.549,32.529,30.98,4.761904762,1.549
s740-11-5257,740-11-5257,10,12.37,259.77,247.4,4.761904762,12.37
s369-82-2676,369-82-2676,5,18.915,397.215,378.3,4.761904762,18.915
s563-47-4072,563-47-4072,6,16.743,351.603,334.86,4.761904762,16.743
s742-04-5161,742-04-5161,10,36.39,764.19,727.8,4.761904762,36.39
s149-15-7606,149-15-7606,9,16.794,352.674,335.88,4.761904762,16.794
s133-77-3154,133-77-3154,4,12.036,252.756,240.72,4.761904762,12.036
s169-52-4504,169-52-4504,3,2.3535,49.4235,47.07,4.761904762,2.3535
s250-81-7186,250-81-7186,1,4.9845,104.6745,99.69,4.761904762,4.9845
s562-12-5430,562-12-5430,3,13.2225,277.6725,264.45,4.761904762,13.2225
s816-72-8853,816-72-8853,5,6.9825,146.6325,139.65,4.761904762,6.9825
s491-38-3499,491-38-3499,1,2.7725,58.2225,55.45,4.761904762,2.7725
s322-02-2271,322-02-2271,3,6.4455,135.3555,128.91,4.761904762,6.4455
s842-29-4695,842-29-4695,7,5.999,125.979,119.98,4.761904762,5.999
s725-67-2480,725-67-2480,6,17.625,370.125,352.5,4.761904762,17.625
s641-51-2661,641-51-2661,10,43.55,914.55,871,4.761904762,43.55
s714-02-3114,714-02-3114,2,9.88,207.48,197.6,4.761904762,9.88
s518-17-2983,518-17-2983,4,9.726,204.246,194.52,4.761904762,9.726
s779-42-2410,779-42-2410,3,8.661,181.881,173.22,4.761904762,8.661
s190-14-3147,190-14-3147,4,3.594,75.474,71.88,4.761904762,3.594
s408-66-6712,408-66-6712,6,14.313,300.573,286.26,4.761904762,14.313
s679-22-6530,679-22-6530,2,4.062,85.302,81.24,4.761904762,4.062
s588-47-8641,588-47-8641,10,28.02,588.42,560.4,4.761904762,28.02
s642-61-4706,642-61-4706,2,9.34,196.14,186.8,4.761904762,9.34
s576-31-4774,576-31-4774,3,11.0115,231.2415,220.23,4.761904762,11.0115
s556-41-6224,556-41-6224,8,13.456,282.576,269.12,4.761904762,13.456
s811-03-8790,811-03-8790,10,22.74,477.54,454.8,4.761904762,22.74
s242-11-3142,242-11-3142,2,8.377,175.917,167.54,4.761904762,8.377
s752-23-3760,752-23-3760,7,22.428,470.988,448.56,4.761904762,22.428
s274-05-5470,274-05-5470,4,14.694,308.574,293.88,4.761904762,14.694
s648-94-3045,648-94-3045,10,29.475,618.975,589.5,4.761904762,29.475
s130-67-4723,130-67-4723,6,14.55,305.55,291,4.761904762,14.55
s528-87-5606,528-87-5606,1,1.974,41.454,39.48,4.761904762,1.974
s320-85-2052,320-85-2052,1,1.7405,36.5505,34.81,4.761904762,1.7405
s370-96-0655,370-96-0655,6,14.796,310.716,295.92,4.761904762,14.796
s105-10-6182,105-10-6182,2,2.148,45.108,42.96,4.761904762,2.148
s510-79-0415,510-79-0415,6,6.924,145.404,138.48,4.761904762,6.924
s241-96-5076,241-96-5076,2,4.91,103.11,98.2,4.761904762,4.91
s767-97-4650,767-97-4650,2,6.483,136.143,129.66,4.761904762,6.483
s648-83-1321,648-83-1321,10,31.78,667.38,635.6,4.761904762,31.78
s173-57-2300,173-57-2300,2,7.288,153.048,145.76,4.761904762,7.288
s305-03-2383,305-03-2383,3,10.065,211.365,201.3,4.761904762,10.065
s394-55-6384,394-55-6384,9,31.5855,663.2955,631.71,4.761904762,31.5855
s266-20-6657,266-20-6657,7,19.264,404.544,385.28,4.761904762,19.264
s689-05-1884,689-05-1884,10,24.315,510.615,486.3,4.761904762,24.315
s196-01-2849,196-01-2849,7,25.683,539.343,513.66,4.761904762,25.683
s372-62-5264,372-62-5264,9,23.67,497.07,473.4,4.761904762,23.67
s800-09-8606,800-09-8606,5,21.8425,458.6925,436.85,4.761904762,21.8425
s182-52-7000,182-52-7000,4,5.408,113.568,108.16,4.761904762,5.408
s826-58-8051,826-58-8051,4,12.438,261.198,248.76,4.761904762,12.438
s868-06-0466,868-06-0466,9,31.311,657.531,626.22,4.761904762,31.311
s751-41-9720,751-41-9720,10,48.75,1023.75,975,4.761904762,48.75
s626-43-7888,626-43-7888,8,24.164,507.444,483.28,4.761904762,24.164
s176-64-7711,176-64-7711,3,4.848,101.808,96.96,4.761904762,4.848
s191-29-0321,191-29-0321,10,9.885,207.585,197.7,4.761904762,9.885
